PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
TECNOLOGÍA EN CRIMINALISTICA;José Paz Elías;621279666;23;No;Rural;M;Casado;Beca;DESPLAZADO;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Bautista Anastasio Benito Vázquez;805376888;17;No;Rural;F;Casado;Crédito;COMUNIDAD NEGRA;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Lupita Gisela Peñalver Iglesias;467186830;42;No;Urbana;F;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Eliseo Hoz;359127021;42;No;Rural;F;Divorciado;Beca;DESPLAZADO;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Delia Aller;82483667;31;No;Rural;F;Madre soltera;Recursos Propios;PUEBLO INDIGENA;Sí;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Julián Ripoll Hoz;79608077;53;No;Urbana;F;Unión Libre;Familia;REGULAR PREGRADO;No;No;4
ADMINISTRACIÓN FINANCIERA;Vinicio Acevedo;389765242;53;Sí;Urbana;F;Casado;Crédito;COMUNIDAD NEGRA;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Chucho Renato Olmedo Vallés;948964675;44;No;Rural;F;Casado;Beca;DESPLAZADO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Adela Luís Albero;550087532;53;No;Rural;M;Soltero;Recursos Propios;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Vidal Cobo Alcalá;367560374;26;No;Urbana;F;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Manuelita del Correa;627509426;37;Sí;Rural;M;Religioso;Beca;REGULAR PREGRADO;No;No;4
ADMINISTRACIÓN FINANCIERA;Florencia Pina Abril;652309700;23;Sí;Rural;M;Casado;Familia;PUEBLO INDIGENA;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Griselda Porras;95052329;26;Sí;Urbana;M;Madre soltera;Beca;REGULAR PREGRADO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Anabel López-Feijoo;312396032;22;Sí;Rural;M;Religioso;Familia;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Bruno Bosch Calzada;28552336;42;Sí;Urbana;M;Soltero;Recursos Propios;COMUNIDAD NEGRA;Sí;No;3
MERCADEO;Cirino Edelmiro Navas Luján;551119027;26;Sí;Urbana;F;Religioso;Beca;REGULAR PREGRADO;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Guadalupe Cervantes Soto;722285777;31;No;Urbana;M;Casado;Crédito;REGULAR PREGRADO;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Glauco Baeza Solsona;699798591;42;No;Rural;F;Soltero;Beca;DESPLAZADO;Sí;No;5
MERCADEO;Martín Rueda-Buendía;63440034;16;Sí;Urbana;F;Unión Libre;Crédito;PUEBLO INDIGENA;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Ani Seco Olivares;909112470;33;Sí;Urbana;F;Religioso;Recursos Propios;REGULAR PREGRADO;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Emperatriz de Nogués;255673748;48;No;Rural;M;Religioso;Familia;PUEBLO INDIGENA;No;No;3
MERCADEO;Florentino Lucas Iñiguez;886788025;30;No;Urbana;M;Divorciado;Familia;REGULAR PREGRADO;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Dionisio Valbuena Mesa;131819296;27;Sí;Rural;F;Divorciado;Recursos Propios;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Micaela Alberola;827747622;32;Sí;Urbana;F;Divorciado;Familia;COMUNIDAD NEGRA;No;Sí;5
ADMINISTRACIÓN FINANCIERA;Teodora Gracia Juan;644994842;51;Sí;Rural;M;Divorciado;Familia;COMUNIDAD NEGRA;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;José Ángel Zapata Jurado;747582183;25;Sí;Rural;F;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Andrés Felipe Requena Tomé;569101360;18;Sí;Urbana;M;Casado;Recursos Propios;DESPLAZADO;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Rosa María Valle Miguel;325104423;26;No;Rural;F;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
MERCADEO;Ariadna del Acuña;743665160;52;No;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Candelario Isidro Valverde Bilbao;325745919;36;Sí;Urbana;F;Soltero;Crédito;PUEBLO INDIGENA;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Paco Paco Cobos Company;722371771;42;Sí;Urbana;F;Madre soltera;Beca;PUEBLO INDIGENA;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Amelia Consuelo Palomino Uría;371458149;51;No;Urbana;M;Madre soltera;Familia;REGULAR PREGRADO;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Paulino Villalonga;373940738;31;No;Rural;M;Casado;Beca;REGULAR PREGRADO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Juan Carlos Segarra Rodriguez;156419783;19;Sí;Rural;F;Religioso;Recursos Propios;COMUNIDAD NEGRA;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;José Mari Flor-Amorós;863840926;36;Sí;Rural;M;Casado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pablo Haro;823509079;41;Sí;Rural;M;Soltero;Crédito;PUEBLO INDIGENA;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Espiridión Rocha Menéndez;542262853;44;No;Rural;F;Religioso;Familia;COMUNIDAD NEGRA;Sí;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Venceslás Palomares;959545363;20;Sí;Urbana;M;Madre soltera;Beca;DESPLAZADO;Sí;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Camila Hidalgo Pulido;118451625;38;Sí;Rural;M;Soltero;Beca;DESPLAZADO;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Amparo Giner Herrero;397165769;50;Sí;Urbana;F;Religioso;Beca;PUEBLO INDIGENA;No;Sí;4
MERCADEO;Rosalva Gómez Cortes;645970572;36;Sí;Rural;M;Madre soltera;Beca;REGULAR PREGRADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Dorotea Ángel Narváez;738394512;46;No;Urbana;M;Religioso;Beca;COMUNIDAD NEGRA;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Julie Vazquez Pintor;167317406;22;Sí;Urbana;M;Casado;Recursos Propios;REGULAR PREGRADO;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Néstor Granados;284564732;35;Sí;Rural;M;Madre soltera;Recursos Propios;DESPLAZADO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Petrona Florencia Dueñas Pla;516226706;23;No;Urbana;F;Divorciado;Familia;DESPLAZADO;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Maricruz Cuéllar-Alfaro;298208635;21;Sí;Urbana;F;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Evaristo Viña-Aguirre;943804685;35;No;Rural;F;Casado;Crédito;COMUNIDAD NEGRA;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Agustín Girón Oliva;820075524;35;No;Urbana;M;Soltero;Crédito;REGULAR PREGRADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Juana Oliver;91761681;49;Sí;Urbana;F;Divorciado;Recursos Propios;DESPLAZADO;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Marco Gascón Bustamante;310651303;20;No;Urbana;M;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
MERCADEO;Esther Adadia Ros;402883675;29;No;Rural;F;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Prudencia Segovia-Iglesia;185817902;36;Sí;Rural;F;Divorciado;Crédito;COMUNIDAD NEGRA;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Leocadio Linares Gutiérrez;156311600;17;Sí;Urbana;M;Unión Libre;Familia;PUEBLO INDIGENA;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Graciano Alfonso Quevedo Balaguer;179510380;30;No;Urbana;F;Soltero;Familia;COMUNIDAD NEGRA;Sí;Sí;3
ADMINISTRACIÓN FINANCIERA;Ulises Prat Alcaraz;291077874;30;Sí;Rural;M;Soltero;Crédito;REGULAR PREGRADO;Sí;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ale Acevedo-Galván;109730029;21;Sí;Urbana;M;Casado;Beca;COMUNIDAD NEGRA;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Adán Solana-Durán;13086646;41;Sí;Rural;F;Madre soltera;Beca;DESPLAZADO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Mirta Jiménez Cabezas;5527651;50;No;Rural;F;Religioso;Familia;COMUNIDAD NEGRA;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;María Fernanda Díez Pizarro;757073127;21;Sí;Rural;M;Unión Libre;Recursos Propios;PUEBLO INDIGENA;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Carmela Cepeda Esteban;202330421;39;No;Rural;F;Soltero;Familia;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Isabel Becerra Carrillo;19300867;17;Sí;Rural;M;Soltero;Crédito;COMUNIDAD NEGRA;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Daniel Quiroga-Bolaños;891156355;26;No;Urbana;F;Madre soltera;Beca;DESPLAZADO;No;Sí;5
MERCADEO;Concha de Mateu;654326962;36;No;Rural;F;Madre soltera;Crédito;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Renato Ruano Quintanilla;495391731;23;No;Rural;M;Soltero;Recursos Propios;COMUNIDAD NEGRA;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ámbar Cerdán;233387237;21;No;Rural;M;Religioso;Familia;REGULAR PREGRADO;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Eugenia Alemany Ferrando;636033144;36;Sí;Urbana;F;Casado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Bartolomé Mosquera Cadenas;969140679;33;Sí;Rural;M;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
MERCADEO;Lina Priego Novoa;16008000;25;Sí;Rural;M;Casado;Crédito;REGULAR PREGRADO;No;No;3
MERCADEO;Regina Solé Miró;434355418;17;No;Urbana;F;Religioso;Crédito;DESPLAZADO;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Danilo Ramos Iglesia;680399064;16;No;Urbana;M;Religioso;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
MERCADEO;Matilde Fátima Mir Pedrero;904128522;40;No;Rural;M;Soltero;Recursos Propios;PUEBLO INDIGENA;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Alex del Ródenas;130296064;45;Sí;Rural;M;Madre soltera;Familia;DESPLAZADO;Sí;No;4
MERCADEO;Urbano Bolaños Plana;578963693;45;No;Rural;M;Madre soltera;Beca;COMUNIDAD NEGRA;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Herminio Paz Blanco;248150835;25;Sí;Urbana;M;Soltero;Beca;REGULAR PREGRADO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Chelo de Luque;334344699;37;Sí;Rural;F;Soltero;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
MERCADEO;Lino Saez-Bas;49671686;33;No;Urbana;M;Unión Libre;Recursos Propios;DESPLAZADO;Sí;Sí;2
MERCADEO;Manolo Olivera Chamorro;330137000;38;Sí;Urbana;M;Casado;Crédito;DESPLAZADO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Águeda Adadia-Tena;809490141;36;Sí;Urbana;F;Unión Libre;Beca;PUEBLO INDIGENA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Valeria Naranjo Ribas;754893769;27;No;Urbana;M;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Fabio Marí;975046815;16;No;Urbana;M;Madre soltera;Beca;COMUNIDAD NEGRA;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;María Teresa Prats;58331772;25;Sí;Rural;F;Casado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
MERCADEO;Judith Arrieta;100593623;47;No;Rural;F;Divorciado;Beca;DESPLAZADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Gabriela Pomares Araujo;381054245;31;Sí;Rural;F;Madre soltera;Beca;DESPLAZADO;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Sigfrido Cerezo Palomar;444133360;26;No;Urbana;M;Religioso;Recursos Propios;PUEBLO INDIGENA;No;Sí;5
MERCADEO;Carolina Arnaiz Zorrilla;782474549;40;No;Urbana;M;Religioso;Familia;COMUNIDAD NEGRA;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Bernardo Coca Tejada;179350504;54;No;Urbana;F;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Ambrosio del Santamaria;605061228;28;Sí;Rural;M;Unión Libre;Beca;DESPLAZADO;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Edelmiro Sola-Pont;125499549;30;Sí;Rural;M;Religioso;Familia;COMUNIDAD NEGRA;Sí;Sí;2
MERCADEO;Isabel María Ángeles Espinosa Báez;998029138;29;No;Rural;F;Unión Libre;Familia;REGULAR PREGRADO;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Carlota Asensio;572688768;16;No;Rural;M;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;5
ADMINISTRACIÓN FINANCIERA;Daniel del Redondo;969139188;21;Sí;Urbana;M;Divorciado;Recursos Propios;REGULAR PREGRADO;No;No;5
ADMINISTRACIÓN FINANCIERA;Jose Angel Amancio Peláez Mosquera;342203151;28;No;Rural;F;Casado;Beca;REGULAR PREGRADO;Sí;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Anabel Carrera-Romeu;155562001;49;No;Urbana;F;Madre soltera;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Julio Rosales;514421578;48;Sí;Rural;F;Divorciado;Crédito;DESPLAZADO;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rocío Blazquez Valderrama;460319605;31;No;Urbana;F;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Lalo Villanueva Ropero;504084291;30;Sí;Urbana;F;Divorciado;Beca;PUEBLO INDIGENA;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Amparo Huguet Jáuregui;368200172;17;No;Urbana;M;Casado;Beca;COMUNIDAD NEGRA;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Amalia Nuñez Vives;934260513;28;No;Urbana;F;Unión Libre;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Trinidad del Rosell;52304940;26;Sí;Urbana;F;Madre soltera;Familia;COMUNIDAD NEGRA;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Paulino Hoyos Quero;284308612;30;No;Urbana;F;Madre soltera;Recursos Propios;DESPLAZADO;Sí;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Mónica Ródenas Pedrero;232951799;29;Sí;Urbana;M;Soltero;Crédito;COMUNIDAD NEGRA;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Domingo Tello Mancebo;287947086;53;Sí;Urbana;F;Religioso;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Duilio Ibañez Carranza;276309468;36;Sí;Urbana;M;Religioso;Beca;COMUNIDAD NEGRA;No;No;2
ADMINISTRACIÓN FINANCIERA;Sigfrido Seco;610360147;51;No;Rural;F;Unión Libre;Familia;REGULAR PREGRADO;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Danilo Atilio Alonso Tello;302081305;46;No;Urbana;M;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
MERCADEO;José María Correa;94015701;42;No;Urbana;M;Religioso;Beca;DESPLAZADO;No;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Juan Bautista Moles;444842504;38;Sí;Urbana;M;Madre soltera;Crédito;COMUNIDAD NEGRA;Sí;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Dora Mir Salazar;140207933;18;Sí;Urbana;M;Casado;Beca;COMUNIDAD NEGRA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Lucho Pinilla Agudo;479679750;18;No;Urbana;M;Soltero;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;René Marco;955650456;51;Sí;Rural;F;Madre soltera;Recursos Propios;DESPLAZADO;No;Sí;1
ADMINISTRACIÓN FINANCIERA;María José Seco;364913226;52;Sí;Urbana;F;Madre soltera;Crédito;DESPLAZADO;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Bárbara Gutiérrez Moraleda;501757175;52;No;Rural;M;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Esther Castell Alegria;987120833;47;No;Urbana;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Mario Hervás Urrutia;141572045;32;Sí;Urbana;F;Soltero;Beca;COMUNIDAD NEGRA;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Marcelino Mínguez Montenegro;21015990;20;No;Urbana;M;Madre soltera;Crédito;PUEBLO INDIGENA;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Erasmo Esteban Maestre;991969474;18;Sí;Urbana;M;Soltero;Crédito;COMUNIDAD NEGRA;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Julieta Casas;483981891;45;Sí;Rural;M;Madre soltera;Crédito;COMUNIDAD NEGRA;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Juan Pablo Modesto Palacio Morillo;574597529;41;No;Urbana;F;Unión Libre;Crédito;PUEBLO INDIGENA;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Encarnación Villa Zamora;165291854;39;Sí;Rural;F;Religioso;Recursos Propios;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Juanita Narváez-Vigil;197262882;43;No;Rural;F;Casado;Crédito;COMUNIDAD NEGRA;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;David Cáceres-Mendoza;855813002;33;Sí;Rural;M;Soltero;Crédito;COMUNIDAD NEGRA;No;Sí;3
MERCADEO;Ale Saldaña Cueto;705742851;20;No;Urbana;F;Divorciado;Familia;PUEBLO INDIGENA;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Itziar Carina Rivero Roselló;199217612;50;No;Rural;M;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Yésica Olivé;856718345;33;No;Rural;F;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Dan Alemán Viña;938801441;54;Sí;Rural;M;Madre soltera;Familia;REGULAR PREGRADO;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Leandra Iñiguez Arribas;756140666;20;No;Urbana;M;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Ángeles Coello Parra;736898922;42;Sí;Urbana;F;Casado;Familia;PUEBLO INDIGENA;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Regina Gallardo Osuna;558161743;49;Sí;Urbana;M;Religioso;Beca;REGULAR PREGRADO;No;No;1
ADMINISTRACIÓN FINANCIERA;Merche Sevillano Tejero;399859464;28;Sí;Rural;M;Religioso;Familia;PUEBLO INDIGENA;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Vicenta Cabeza Moll;131348731;52;Sí;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;Sí;No;4
MERCADEO;Saturnino Aller-Morcillo;832054656;30;Sí;Rural;F;Soltero;Recursos Propios;DESPLAZADO;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Hermenegildo Lluch Rosales;119290617;19;No;Urbana;M;Soltero;Beca;DESPLAZADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Juan José Clavero-Maldonado;100764789;48;No;Urbana;F;Religioso;Beca;DESPLAZADO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Natalio Puig Ribes;575603225;33;No;Rural;M;Soltero;Beca;COMUNIDAD NEGRA;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Amor Benavent;44003811;31;No;Urbana;F;Religioso;Beca;REGULAR PREGRADO;Sí;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Sebastián Franco Palacios;771141673;43;Sí;Urbana;F;Soltero;Familia;DESPLAZADO;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Palmira Carnero Salas;584402402;36;No;Rural;F;Religioso;Recursos Propios;PUEBLO INDIGENA;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Herberto del Cerezo;677287606;23;No;Urbana;M;Madre soltera;Familia;COMUNIDAD NEGRA;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Marcio Cuesta Gisbert;676879116;25;Sí;Urbana;F;Casado;Familia;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Cornelio Pomares Lasa;464750547;46;Sí;Urbana;M;Soltero;Recursos Propios;DESPLAZADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Fabio del Martin;950713637;47;Sí;Urbana;M;Divorciado;Beca;PUEBLO INDIGENA;No;Sí;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Tadeo Almeida;878469642;29;Sí;Urbana;M;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Josefina Lerma-Valentín;994329657;45;No;Urbana;F;Unión Libre;Recursos Propios;DESPLAZADO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Iván Bernal Ayala;377780666;28;No;Rural;F;Divorciado;Recursos Propios;DESPLAZADO;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Arturo Ruben Moliner Báez;407196597;30;Sí;Rural;F;Unión Libre;Familia;COMUNIDAD NEGRA;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Anselmo Fito Ortuño Bello;102330554;47;No;Urbana;F;Unión Libre;Beca;DESPLAZADO;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Vanesa Esparza Cornejo;21940564;20;Sí;Urbana;M;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Baudelio Luís Montoya;72310318;34;Sí;Rural;F;Madre soltera;Beca;PUEBLO INDIGENA;Sí;No;4
MERCADEO;Roxana Mulet Lluch;40028573;34;Sí;Rural;F;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Alma Acosta Garrido;972895769;43;Sí;Urbana;M;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Máxima Giménez Company;961639657;21;Sí;Rural;F;Divorciado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Isabela Ugarte;159354569;37;Sí;Rural;M;Madre soltera;Recursos Propios;DESPLAZADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Evita Bernardita Rey Daza;853367506;42;No;Rural;M;Madre soltera;Recursos Propios;REGULAR PREGRADO;Sí;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Wilfredo Córdoba Ricart;634523846;44;Sí;Rural;M;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
ADMINISTRACIÓN FINANCIERA;Bruno Reyes Pérez;88738857;37;Sí;Rural;F;Casado;Crédito;REGULAR PREGRADO;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Dalila Fabra Peiró;799075708;36;No;Urbana;M;Casado;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Julián Carretero Cantón;726058408;45;Sí;Urbana;M;Religioso;Beca;REGULAR PREGRADO;No;Sí;5
ADMINISTRACIÓN FINANCIERA;Jesusa Quirós Cabanillas;575726822;50;Sí;Urbana;M;Unión Libre;Familia;COMUNIDAD NEGRA;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Jerónimo Morillo Marco;437783820;54;No;Urbana;M;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Tecla Ros Caro;244229390;16;No;Rural;M;Religioso;Recursos Propios;REGULAR PREGRADO;No;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Azahara Lucas Hoyos;278214277;47;No;Urbana;M;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Eleuterio Prat Álvarez;972617030;39;No;Urbana;M;Unión Libre;Beca;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Esther Vendrell Ayuso;399879096;53;Sí;Rural;M;Soltero;Familia;DESPLAZADO;Sí;No;4
