PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
ADMINISTRACIÓN FINANCIERA;Bautista Anastasio Benito Vázquez;634156248;21;Sí;Urbana;M;Religioso;Crédito;PUEBLO INDIGENA;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Lupita Gisela Peñalver Iglesias;819494366;39;No;Rural;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Eliseo Hoz;460534165;17;No;Rural;F;Divorciado;Familia;COMUNIDAD NEGRA;Sí;No;3
MERCADEO;Delia Aller;136712135;18;No;Urbana;M;Soltero;Recursos Propios;REGULAR PREGRADO;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Julián Ripoll Hoz;864233777;20;Sí;Urbana;M;Divorciado;Recursos Propios;PUEBLO INDIGENA;No;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Vinicio Acevedo;504516690;34;No;Rural;F;Divorciado;Beca;COMUNIDAD NEGRA;No;Sí;1
MERCADEO;Chucho Renato Olmedo Vallés;398311870;40;Sí;Rural;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Adela Luís Albero;582511315;29;Sí;Rural;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Vidal Cobo Alcalá;218860596;19;No;Rural;M;Divorciado;Familia;COMUNIDAD NEGRA;Sí;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Manuelita del Correa;398763203;17;No;Urbana;F;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
MERCADEO;Florencia Pina Abril;408796674;52;Sí;Urbana;F;Soltero;Crédito;DESPLAZADO;Sí;No;2
MERCADEO;Griselda Porras;667932560;24;No;Rural;M;Madre soltera;Crédito;COMUNIDAD NEGRA;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Anabel López-Feijoo;797313720;17;No;Urbana;F;Divorciado;Recursos Propios;DESPLAZADO;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Bruno Bosch Calzada;657028917;48;Sí;Rural;F;Soltero;Crédito;PUEBLO INDIGENA;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Cirino Edelmiro Navas Luján;299098580;17;No;Urbana;F;Divorciado;Crédito;PUEBLO INDIGENA;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Guadalupe Cervantes Soto;869843191;32;No;Rural;F;Soltero;Crédito;COMUNIDAD NEGRA;Sí;Sí;1
MERCADEO;Glauco Baeza Solsona;609258183;44;Sí;Urbana;F;Casado;Crédito;REGULAR PREGRADO;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Martín Rueda-Buendía;730942504;27;No;Urbana;F;Madre soltera;Familia;REGULAR PREGRADO;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ani Seco Olivares;286342960;19;Sí;Rural;F;Unión Libre;Crédito;COMUNIDAD NEGRA;No;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Emperatriz de Nogués;953219211;27;No;Urbana;F;Religioso;Recursos Propios;COMUNIDAD NEGRA;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Florentino Lucas Iñiguez;297003592;44;Sí;Urbana;F;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;No;No;3
ADMINISTRACIÓN FINANCIERA;Dionisio Valbuena Mesa;482936808;34;No;Urbana;M;Madre soltera;Familia;PUEBLO INDIGENA;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Micaela Alberola;779359964;30;Sí;Urbana;F;Unión Libre;Crédito;COMUNIDAD NEGRA;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Teodora Gracia Juan;305609574;42;Sí;Rural;M;Madre soltera;Crédito;REGULAR PREGRADO;No;No;1
MERCADEO;José Ángel Zapata Jurado;747377602;23;Sí;Rural;M;Religioso;Beca;COMUNIDAD NEGRA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Andrés Felipe Requena Tomé;697549115;49;No;Rural;M;Unión Libre;Beca;PUEBLO INDIGENA;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rosa María Valle Miguel;39837763;44;Sí;Urbana;M;Casado;Crédito;PUEBLO INDIGENA;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Ariadna del Acuña;516439253;49;No;Urbana;M;Religioso;Familia;COMUNIDAD NEGRA;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Candelario Isidro Valverde Bilbao;373782314;49;No;Rural;M;Madre soltera;Beca;REGULAR PREGRADO;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Paco Paco Cobos Company;381648843;38;Sí;Urbana;F;Casado;Beca;DESPLAZADO;No;Sí;3
MERCADEO;Amelia Consuelo Palomino Uría;2883823;43;Sí;Rural;F;Divorciado;Familia;REGULAR PREGRADO;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Paulino Villalonga;108299118;49;No;Rural;M;Soltero;Familia;DESPLAZADO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Juan Carlos Segarra Rodriguez;896751299;27;No;Rural;F;Unión Libre;Recursos Propios;REGULAR PREGRADO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;José Mari Flor-Amorós;129591594;24;Sí;Urbana;F;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pablo Haro;428521776;32;No;Rural;F;Madre soltera;Recursos Propios;DESPLAZADO;Sí;Sí;2
MERCADEO;Espiridión Rocha Menéndez;822826018;42;Sí;Urbana;M;Religioso;Familia;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Venceslás Palomares;152792444;34;No;Rural;M;Madre soltera;Crédito;COMUNIDAD NEGRA;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Camila Hidalgo Pulido;316731607;40;No;Urbana;M;Divorciado;Crédito;PUEBLO INDIGENA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Amparo Giner Herrero;78196694;22;No;Urbana;M;Soltero;Crédito;PUEBLO INDIGENA;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rosalva Gómez Cortes;67387940;44;No;Rural;F;Religioso;Recursos Propios;DESPLAZADO;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Dorotea Ángel Narváez;53933724;48;Sí;Urbana;M;Religioso;Crédito;DESPLAZADO;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Julie Vazquez Pintor;911101397;40;Sí;Urbana;F;Divorciado;Crédito;PUEBLO INDIGENA;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Néstor Granados;925472745;19;Sí;Rural;F;Soltero;Crédito;REGULAR PREGRADO;Sí;No;3
MERCADEO;Petrona Florencia Dueñas Pla;353027252;18;Sí;Rural;M;Madre soltera;Crédito;DESPLAZADO;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Maricruz Cuéllar-Alfaro;911520389;34;Sí;Rural;F;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Evaristo Viña-Aguirre;848862729;36;Sí;Urbana;F;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Agustín Girón Oliva;605038490;44;Sí;Urbana;M;Madre soltera;Familia;COMUNIDAD NEGRA;No;No;5
MERCADEO;Juana Oliver;219591385;29;No;Urbana;F;Divorciado;Beca;DESPLAZADO;Sí;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Marco Gascón Bustamante;879655655;51;Sí;Rural;M;Soltero;Beca;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Esther Adadia Ros;891530850;28;Sí;Urbana;M;Soltero;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Prudencia Segovia-Iglesia;126638881;53;Sí;Urbana;F;Unión Libre;Crédito;DESPLAZADO;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Leocadio Linares Gutiérrez;442754885;31;Sí;Rural;F;Madre soltera;Beca;DESPLAZADO;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Graciano Alfonso Quevedo Balaguer;276787909;46;Sí;Urbana;F;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;1
ADMINISTRACIÓN FINANCIERA;Ulises Prat Alcaraz;734373438;43;Sí;Urbana;F;Religioso;Familia;REGULAR PREGRADO;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ale Acevedo-Galván;198068599;33;No;Rural;F;Divorciado;Beca;COMUNIDAD NEGRA;No;Sí;4
MERCADEO;Adán Solana-Durán;289471641;49;Sí;Urbana;F;Unión Libre;Beca;COMUNIDAD NEGRA;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Mirta Jiménez Cabezas;600663537;51;Sí;Rural;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;María Fernanda Díez Pizarro;968507466;48;No;Urbana;F;Soltero;Crédito;PUEBLO INDIGENA;Sí;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Carmela Cepeda Esteban;627483323;50;Sí;Rural;M;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Isabel Becerra Carrillo;225696003;25;Sí;Rural;M;Madre soltera;Familia;DESPLAZADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Daniel Quiroga-Bolaños;417899295;19;Sí;Rural;F;Divorciado;Beca;REGULAR PREGRADO;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Concha de Mateu;553491800;23;No;Rural;M;Madre soltera;Beca;REGULAR PREGRADO;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Renato Ruano Quintanilla;683600537;43;No;Urbana;M;Casado;Beca;REGULAR PREGRADO;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Ámbar Cerdán;309381854;50;Sí;Urbana;M;Religioso;Crédito;REGULAR PREGRADO;No;No;4
MERCADEO;Eugenia Alemany Ferrando;449553320;43;No;Rural;M;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Bartolomé Mosquera Cadenas;441893855;22;Sí;Urbana;M;Divorciado;Recursos Propios;REGULAR PREGRADO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Lina Priego Novoa;461457711;19;Sí;Rural;F;Madre soltera;Beca;DESPLAZADO;No;No;2
MERCADEO;Regina Solé Miró;333516280;26;Sí;Rural;M;Soltero;Familia;PUEBLO INDIGENA;No;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Danilo Ramos Iglesia;66836587;18;Sí;Urbana;M;Casado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
MERCADEO;Matilde Fátima Mir Pedrero;645825457;47;Sí;Rural;M;Casado;Beca;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Alex del Ródenas;304052367;54;Sí;Urbana;M;Casado;Recursos Propios;REGULAR PREGRADO;Sí;Sí;3
MERCADEO;Urbano Bolaños Plana;296044563;32;No;Urbana;F;Casado;Familia;PUEBLO INDIGENA;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Herminio Paz Blanco;9564502;43;No;Urbana;F;Divorciado;Beca;REGULAR PREGRADO;Sí;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Chelo de Luque;142474923;54;No;Urbana;M;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Lino Saez-Bas;978945771;44;No;Rural;F;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Manolo Olivera Chamorro;251925174;45;No;Rural;M;Religioso;Familia;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Águeda Adadia-Tena;294206743;38;No;Urbana;M;Unión Libre;Crédito;DESPLAZADO;No;No;2
ADMINISTRACIÓN FINANCIERA;Valeria Naranjo Ribas;704294364;39;Sí;Rural;M;Madre soltera;Beca;DESPLAZADO;No;No;4
ADMINISTRACIÓN FINANCIERA;Fabio Marí;657578832;20;Sí;Rural;F;Soltero;Familia;DESPLAZADO;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;María Teresa Prats;73497313;53;Sí;Rural;M;Religioso;Crédito;DESPLAZADO;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Judith Arrieta;240976382;44;Sí;Rural;M;Religioso;Crédito;COMUNIDAD NEGRA;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Gabriela Pomares Araujo;36214387;39;No;Urbana;M;Divorciado;Beca;COMUNIDAD NEGRA;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Sigfrido Cerezo Palomar;418282151;25;No;Rural;M;Unión Libre;Crédito;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Carolina Arnaiz Zorrilla;849002317;38;No;Rural;F;Divorciado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Bernardo Coca Tejada;916148447;34;Sí;Urbana;M;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Ambrosio del Santamaria;851413584;38;Sí;Rural;M;Religioso;Beca;COMUNIDAD NEGRA;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Edelmiro Sola-Pont;272630983;47;Sí;Rural;M;Casado;Beca;PUEBLO INDIGENA;Sí;No;2
TECNOLOGÍA EN CRIMINALISTICA;Isabel María Ángeles Espinosa Báez;688096271;19;Sí;Rural;M;Divorciado;Beca;PUEBLO INDIGENA;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Carlota Asensio;380751879;38;No;Rural;F;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Daniel del Redondo;41959950;35;Sí;Urbana;M;Soltero;Crédito;DESPLAZADO;Sí;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Jose Angel Amancio Peláez Mosquera;322316269;17;Sí;Rural;M;Madre soltera;Familia;REGULAR PREGRADO;Sí;Sí;1
MERCADEO;Anabel Carrera-Romeu;172371582;31;Sí;Rural;M;Unión Libre;Familia;DESPLAZADO;No;No;2
MERCADEO;Julio Rosales;328197186;54;Sí;Urbana;M;Casado;Recursos Propios;REGULAR PREGRADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Rocío Blazquez Valderrama;597517697;30;No;Urbana;M;Religioso;Beca;COMUNIDAD NEGRA;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Lalo Villanueva Ropero;88634939;44;No;Rural;F;Religioso;Familia;PUEBLO INDIGENA;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Amparo Huguet Jáuregui;36333141;16;Sí;Urbana;F;Divorciado;Familia;COMUNIDAD NEGRA;No;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Amalia Nuñez Vives;493513702;46;No;Rural;M;Casado;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;5
ADMINISTRACIÓN FINANCIERA;Trinidad del Rosell;310315813;37;No;Urbana;M;Divorciado;Recursos Propios;DESPLAZADO;No;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Paulino Hoyos Quero;473212196;39;No;Rural;M;Religioso;Beca;REGULAR PREGRADO;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Mónica Ródenas Pedrero;604719007;45;Sí;Rural;F;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Domingo Tello Mancebo;170165347;31;No;Rural;F;Casado;Crédito;COMUNIDAD NEGRA;No;No;1
ADMINISTRACIÓN FINANCIERA;Duilio Ibañez Carranza;344557397;26;No;Rural;F;Casado;Familia;REGULAR PREGRADO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Sigfrido Seco;297668035;35;No;Urbana;F;Madre soltera;Familia;PUEBLO INDIGENA;No;Sí;2
ADMINISTRACIÓN FINANCIERA;Danilo Atilio Alonso Tello;508144009;48;Sí;Urbana;M;Religioso;Crédito;DESPLAZADO;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;José María Correa;488128619;32;No;Rural;M;Religioso;Beca;PUEBLO INDIGENA;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Juan Bautista Moles;988527525;47;Sí;Urbana;M;Madre soltera;Crédito;DESPLAZADO;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Dora Mir Salazar;383718564;35;No;Urbana;M;Divorciado;Beca;REGULAR PREGRADO;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lucho Pinilla Agudo;483155627;51;No;Urbana;F;Madre soltera;Beca;PUEBLO INDIGENA;No;No;5
ADMINISTRACIÓN FINANCIERA;René Marco;652315815;46;No;Rural;F;Casado;Familia;COMUNIDAD NEGRA;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;María José Seco;327603025;38;Sí;Rural;M;Unión Libre;Beca;REGULAR PREGRADO;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Bárbara Gutiérrez Moraleda;262573072;36;Sí;Urbana;M;Unión Libre;Beca;PUEBLO INDIGENA;No;No;1
MERCADEO;Esther Castell Alegria;389074689;52;No;Rural;M;Madre soltera;Familia;DESPLAZADO;Sí;Sí;2
MERCADEO;Mario Hervás Urrutia;61255120;45;No;Rural;M;Religioso;Recursos Propios;COMUNIDAD NEGRA;No;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Marcelino Mínguez Montenegro;945837347;29;Sí;Rural;M;Religioso;Familia;REGULAR PREGRADO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Erasmo Esteban Maestre;211313084;16;Sí;Rural;M;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Julieta Casas;231370339;32;Sí;Rural;M;Madre soltera;Recursos Propios;DESPLAZADO;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Juan Pablo Modesto Palacio Morillo;368159254;26;Sí;Rural;M;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Encarnación Villa Zamora;234196718;28;No;Urbana;M;Religioso;Familia;COMUNIDAD NEGRA;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Juanita Narváez-Vigil;130143368;39;Sí;Rural;F;Soltero;Beca;DESPLAZADO;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;David Cáceres-Mendoza;705896810;24;No;Urbana;F;Soltero;Recursos Propios;DESPLAZADO;No;Sí;2
ADMINISTRACIÓN FINANCIERA;Ale Saldaña Cueto;65430091;53;Sí;Rural;F;Religioso;Crédito;PUEBLO INDIGENA;Sí;Sí;3
MERCADEO;Itziar Carina Rivero Roselló;435571282;45;No;Urbana;M;Unión Libre;Familia;DESPLAZADO;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Yésica Olivé;122516831;34;Sí;Urbana;F;Unión Libre;Crédito;COMUNIDAD NEGRA;Sí;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Dan Alemán Viña;345196964;18;No;Urbana;F;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Leandra Iñiguez Arribas;321340876;24;Sí;Rural;F;Divorciado;Familia;COMUNIDAD NEGRA;No;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ángeles Coello Parra;655298166;27;Sí;Rural;M;Madre soltera;Familia;COMUNIDAD NEGRA;No;No;4
ADMINISTRACIÓN FINANCIERA;Regina Gallardo Osuna;29724036;42;Sí;Rural;F;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Merche Sevillano Tejero;704435149;50;No;Rural;M;Divorciado;Crédito;PUEBLO INDIGENA;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Vicenta Cabeza Moll;957826886;49;Sí;Urbana;F;Soltero;Recursos Propios;PUEBLO INDIGENA;No;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Saturnino Aller-Morcillo;127143751;40;Sí;Rural;F;Unión Libre;Crédito;DESPLAZADO;Sí;No;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Hermenegildo Lluch Rosales;515286079;54;No;Urbana;M;Religioso;Beca;PUEBLO INDIGENA;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Juan José Clavero-Maldonado;947836819;24;No;Urbana;F;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Natalio Puig Ribes;34367337;19;Sí;Urbana;M;Divorciado;Familia;COMUNIDAD NEGRA;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Amor Benavent;52584965;48;Sí;Urbana;M;Madre soltera;Recursos Propios;PUEBLO INDIGENA;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Sebastián Franco Palacios;277293933;16;Sí;Rural;M;Soltero;Familia;DESPLAZADO;Sí;Sí;5
MERCADEO;Palmira Carnero Salas;660141422;16;Sí;Rural;F;Casado;Familia;COMUNIDAD NEGRA;Sí;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Herberto del Cerezo;743161445;27;No;Urbana;M;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;2
MERCADEO;Marcio Cuesta Gisbert;143147865;45;Sí;Urbana;M;Divorciado;Recursos Propios;DESPLAZADO;Sí;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Cornelio Pomares Lasa;101651022;49;Sí;Urbana;F;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Fabio del Martin;66392362;45;Sí;Urbana;M;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Tadeo Almeida;803611313;50;Sí;Rural;F;Unión Libre;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
MERCADEO;Josefina Lerma-Valentín;83037315;51;No;Rural;M;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Iván Bernal Ayala;272319105;38;No;Rural;F;Madre soltera;Recursos Propios;PUEBLO INDIGENA;Sí;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Arturo Ruben Moliner Báez;841379550;35;Sí;Urbana;F;Divorciado;Beca;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Anselmo Fito Ortuño Bello;489819762;47;Sí;Rural;M;Unión Libre;Recursos Propios;PUEBLO INDIGENA;Sí;No;4
MERCADEO;Vanesa Esparza Cornejo;133321145;52;Sí;Rural;M;Madre soltera;Recursos Propios;DESPLAZADO;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Baudelio Luís Montoya;263982189;43;Sí;Urbana;F;Divorciado;Beca;REGULAR PREGRADO;Sí;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Roxana Mulet Lluch;976652507;30;Sí;Urbana;F;Religioso;Beca;DESPLAZADO;Sí;Sí;3
MERCADEO;Alma Acosta Garrido;819250528;32;No;Rural;F;Religioso;Crédito;REGULAR PREGRADO;No;Sí;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Máxima Giménez Company;498248717;44;No;Urbana;M;Divorciado;Recursos Propios;COMUNIDAD NEGRA;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Isabela Ugarte;67677790;34;Sí;Rural;F;Soltero;Familia;PUEBLO INDIGENA;Sí;Sí;3
MERCADEO;Evita Bernardita Rey Daza;516220765;51;No;Rural;M;Casado;Crédito;COMUNIDAD NEGRA;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Wilfredo Córdoba Ricart;440552636;31;Sí;Rural;M;Divorciado;Familia;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Bruno Reyes Pérez;123259717;29;Sí;Rural;F;Religioso;Recursos Propios;COMUNIDAD NEGRA;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Dalila Fabra Peiró;256228286;54;Sí;Urbana;M;Madre soltera;Recursos Propios;PUEBLO INDIGENA;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Julián Carretero Cantón;730360247;44;Sí;Urbana;F;Soltero;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;1
TECNOLOGÍA EN CRIMINALISTICA;Jesusa Quirós Cabanillas;327799690;24;No;Urbana;F;Soltero;Crédito;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Jerónimo Morillo Marco;712113250;17;No;Rural;M;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
ADMINISTRACIÓN FINANCIERA;Tecla Ros Caro;955266413;54;No;Urbana;M;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Azahara Lucas Hoyos;576557811;42;No;Urbana;M;Casado;Beca;PUEBLO INDIGENA;No;No;4
MERCADEO;Eleuterio Prat Álvarez;65735895;29;Sí;Urbana;M;Divorciado;Crédito;PUEBLO INDIGENA;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Esther Vendrell Ayuso;489587305;50;Sí;Rural;F;Soltero;Familia;REGULAR PREGRADO;No;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Mario Olmo Piquer;770378020;18;Sí;Rural;M;Madre soltera;Beca;REGULAR PREGRADO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Fidela Anastasia Gordillo Peral;604023929;16;Sí;Rural;F;Madre soltera;Crédito;REGULAR PREGRADO;Sí;Sí;1
