index;Periodo;Tipo_de_población_a_la_que_pertenece;Año_de_graduación_como_bachiller;Desde_que_ingresó_a_su_carrera_universitaria_¿Cuánto_tiempo_estuvo_sin_realizar_estudios(años)?;¿Tipo_de_institución_donde_terminó_el_bachillerato?;Selecciona_la_modalidad_del_bachillerato_que_estudió;Estudios_que_ha_adelantado;Actualmente_trabaja;Seguridad_social:;¿Cómo_financia_sus_estudios?;¿Es_padre_o_madre_cabeza_de_familia?;Número_de_hijos:;¿Con_quién_vive?;Grado_de_escolaridad_de_la_madre;Grado_de_escolaridad_de_la_padre;Tipo_de_transporte_que_utiliza_para_desplazarse_hasta_la_universidad:;Seleccione_un_rango_de_costo_en_pasajes_hasta_la_universidad:;¿Cuál_es_la_razón_que_lo_motivó_a_escoger_el_programa_en_la_modalidad_a_distancia?;Programa_académico_al_cual_pertenece:;Ubicación_semestral;Señale_cuál(es)_dificultad(es)_académica(s)_ha_presentado_en_el_transcurso_de;¿Posee_algún_tipo_de_discapacidad?;Practica_algún_deporte;¿Cuál(es)_es(son)_su(s)_pasatiempo(s)_favorito(s)?;¿Hace_parte_de_algún_grupo_artístico,_cultural,_deportivo_o_juvenil?;¿Le_gusta_trabajar_en_equipo?;¿De_qué_tiempo_dispone_para_trabajar_individualmente?;De_qué_tiempo_dispone_para_trabajar_en_equipo?;Posee_dificultades_para_relacionarse_con_otras_personas_(compañeros,_docentes)_(única_respuesta);En_cuanto_a_sus_profesores,_se_siente:_(única_respuesta);En_cuanto_a_la_elección_de_su_carrera_se_siente:;¿Cuál_es_su_proyecto_de_vida?;¿Está_habituado(a)_a_tomar_notas_y_apuntes_en_su_proceso_de_estudio?;Seleccione_el_nivel_de_conocimiento_en_informática;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;Seleccione_los_dispositivos_electrónicos_con_los_que_cuenta_actualmente;¿Cuáles_son_las_principales_actividades_que_realiza_en_internet?_;PERIODOINGRESO;SITE_DESCRIPCION;ESTADO_CIVIL;ESTRATO;SEXO;LIBRETA_MILITAR;CLASE_LIBRETA;NACIONALIDAD;DEPARTAMENTOID_INSTITUCION;MUNICIPIOID_INSTITUCION;INSTITUCIONEDUCATIVA;NOMBRE_INSTITUCIONEDUCATIVA;PAIS_NACIMIENTO;DEPARTAMENTO_NACIMIENTO;CIUDAD_NACIMIENTO;PAIS_PROCEDENCIA;DEPARTAMENTO_PROCEDENCIA;MUNICIPIO_PROCEDENCIA;ZONARESIDENCIAL;CIRCUNSCRIPCION;ORIENTACION_SEXUAL;IDENTIDAD_DE_GENERO;CAPACIDADEXCEPCIONAL;DISCAPACIDAD;DISCAPACIDAD_DESCRI;DISCAPACIDAD_ID_PADRE;EDAD_DE_INGRESO;PROGRAMA;nombre;cedula;MATERIA;NOTA;CREDITOS;CREDITOS_PROGRAMA;APROBADO;TIPO;PERIODO2;PROMEDIO;MATRICULAS;SEMILLERO;SOLI_ID;SOLI_ESTADO;SUBSIDIO_ALIMENTARIO;NOMBRE_EPS;INGRESOS_ULTIMO_ANO;CIRCUNSCRIPCION2;PUNTAJE_SISBEN;ES_EGRESADO;FECHAGRADUACION;ES_REINGRESO;IDENTIFICADOR;CantidadMateriasPerdidas;CantidadDeSemestres;PorcentajeDeCreditos
9;1/02/2016;Urbana;2006;4;Pública;Informal (Sabatino);Otros;Sí;Subsidiado;Crédito;Si;1-feb;Esposo(a) e hijos;Primaria;Primaria;Bus;$ 4.000 - $ 10.000;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Ninguno;Leer;Sí;Rara vez;1-2 horas diarias;Solo fines de semana;No;No sabe / No responde;Satisfecho;Ser profesional;Siempre tomo notas;Básico;No;No;Portátil;"Correo electrónico
Redes sociales
Cursos virtuales";1/02/2016;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;1;F;NO;;CO;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;300;LICENCIATURA EN PEDAGOGÍA INFANTIL;Kylie Gilbart;559821448;MODULO INTRODUCTORIO;4;15;1330;SI;NORMAL;1/02/2016;4;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1776;0;1;1,12782E+16
9;1/01/2017;Urbana;2004;1;Pública;Informal (Sabatino);Técnico;No;Contributivo;Recursos Propios;No;1-feb;Esposo(a) e hijos;Primaria;Primaria;Moto;$ 4.000 - $ 10.000;Sentir vocación desde la infancia;Licenciatura en Pedagogía Infantil;I;comprensión de lectura;Ninguna;Baloncesto;Escuchar música;No;Algunas veces;1-2 horas diarias;1-2 horas diarias;No;No sabe / No responde;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;No;No;Teléfono celular - solo llamadas;Correo electrónico;1/01/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;1;F;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;DESPLAZADO;;;;;;;300;LICENCIATURA EN PEDAGOGÍA INFANTIL;Kaspar Strain;824263641;ESTADISTICA APLICADA A LA EDUCACION;3;2;1330;SI;NORMAL;1/02/2017;3,4;falta;;;;NO;falta no se guarda;,oo;DESPLAZADO;;NO;;NO;1801;20;2;1,80451E+16
53;1/01/2017;Urbana;2007;7;Pública;Presencial;Ninguno;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Primaria;Primaria;Moto;Inferior a $ 4.000;Es el campo de formación de mi interés;Administración Financiera;I;ninguna;Ninguna;Fútbol;"Leer
Bailar";No;Siempre;Solo fines de semana;Solo fines de semana;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Computador de escritorio
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos
Cursos virtuales";1/01/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;1;M;NO;;CO;;;;;Colombia;Caquetá;BELEN DE LOS ANDAQUIES;;;;;REGULAR PREGRADO;;;;;;;300;ADMINISTRACIÓN FINANCIERA;Winn Monkton;459988650;MODULO INTRODUCTORIO;0,8;14;1490;NO;NORMAL;1/01/2017;0,8;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1813;10;1;0
190;1/02/2020;Urbana;2006;7;Pública;Informal (Sabatino);Tecnología;No;Subsidiado;Recursos Propios;Si;1-feb;Madre y/o Padre;Técnico;Especialización;Moto;$ 50.000 en adelante;Es el campo de formación de mi interés;Profesional en Mercadeo;I;memoria;Ninguna;Ninguno;Escuchar música;No;Casi siempre;3-4 horas diarias;3-4 horas diarias;No;Muy satisfecho;Satisfecho;Ser profesional;A menudo tomo notas;Medio;Sí;Sí;"Computador de escritorio
Celular inteligente";"Correo electrónico
Música y vídeos
Cursos virtuales";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;CO;Caquetá;FLORENCIA;11150;UNIVERSIDAD DE LA AMAZONIA;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;VICTIMA DEL CONFLICTO ARMADO INTERNO;;FEMENINO;NO APLICA;0;NO APLICA;;330;MERCADEO;Violetta Laughlin;215814204;ESTRATEGIA DE PRODUCTO Y PRECIO;0,3;3;1480;NO;NORMAL;1/01/2021;1,76;falta;;;;NO;falta no se guarda;$800.000,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;1823;70;2;1,08108E+15
238;1/01/2021;Urbana;2019;1;Pública;Informal (Sabatino);Ninguno;Sí;Subsidiado;Recursos Propios;No;No tiene;Madre y/o Padre;Universitario;Secundaria;Bus;$ 4.000 - $ 10.000;Sentir vocación desde la infancia;Tecnología en Criminalística;I;ninguna;Ninguna;Fútbol;Leer;No;Algunas veces;3-4 horas diarias;1-2 horas diarias;No sabe / No responde;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;No;Sí;Celular inteligente;"Correo electrónico
Redes sociales
MÃºsica y vÃ­deos
Descargar programas y juegos
Cursos virtuales
Otros";1/01/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;200;TECNOLOGÍA EN CRIMINALISTICA;Davidde Hynde;786976248;EDUCACION A DISTANCIA;1,8;2;970;NO;NORMAL;1/01/2021;2,29;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1838;60;1;3,09278E+16
167;1/02/2020;Urbana;2005;10;Pública;Presencial;Tecnología;Sí;Contributivo;Recursos Propios;Si;1-feb;Sólo;Ninguna;Tecnólogo;Bus;$ 4.000 - $ 10.000;Buen futuro laboral;Profesional en Mercadeo;I;ninguna;Ninguna;Baloncesto;"Leer
Cocinar
Escuchar música";No;Casi siempre;Solo fines de semana;Solo fines de semana;No;Muy satisfecho;Satisfecho;Ser profesional;A menudo tomo notas;Avanzado;No;No;Teléfono celular - solo llamadas;"Correo electrónico
Redes sociales
Música y vídeos
Cursos virtuales";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;2;F;NO;;CO;Huila;RIVERA;408080;COLEGIO MUNICIPAL MISAEL PASTRANA BORRERO;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;;;NO APLICA;0;NO APLICA;;320;MERCADEO;Bunnie Gullyes;890913960;INFORMÁTICA;0;2;1480;NO;NORMAL;1/02/2021;0,8;falta;;;;NO;falta no se guarda;$437.000,oo;REGULAR PREGRADO;;NO;;NO;1843;200;4;2,02703E+15
197;1/02/2020;Urbana;2005;6;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Técnico;Técnico;Carro;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Profesional en Mercadeo;I;ninguna;Ninguna;Ciclismo;"Cocinar
Escuchar música";No;Casi siempre;3-4 horas diarias;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Otro;A menudo tomo notas;Medio;Sí;Sí;"Portátil
Computador de escritorio
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos
Cursos virtuales";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;3;M;NO;;CO;Caquetá;FLORENCIA;11150;UNIVERSIDAD DE LA AMAZONIA;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;;;NO APLICA;0;NO APLICA;;320;MERCADEO;Adan Clyant;145834201;ESTADÍSTICA DESCRIPTIVA Y PROBABILIDAD;0;2;1480;NO;NORMAL;1/02/2021;2,86;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;SI;1845;60;3;2,22973E+14
4;1/02/2016;Urbana;2005;5;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;Si;1-feb;Otras Personas;Técnico;Técnico;Moto;$ 4.000 - $ 10.000;Buen futuro laboral;Administración Financiera;I;ninguna;Ninguna;Ninguno;Escuchar música;No;Siempre;Solo fines de semana;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;No;No;Teléfono celular - solo llamadas;Correo electrónico;1/02/2016;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;1;F;NO;;CO;;;;;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;;;;;REGULAR PREGRADO;;;;;;;280;ADMINISTRACIÓN FINANCIERA;Camilla Lipman;879288195;MODULO INTRODUCTORIO;0,2;14;1490;NO;NORMAL;1/02/2016;0,2;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1863;10;1;0
10;1/02/2016;Urbana;2007;9;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Primaria;Ninguna;Moto;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Administración Financiera;I;comprensión de lectura;Ninguna;Ninguno;Cocinar;No;Algunas veces;1-2 horas diarias;1-2 horas diarias;No;Satisfecho;Satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;No;"Computador de escritorio
Celular inteligente";"Correo electrónico
Redes sociales";1/02/2016;GRADUADO;Casado;1;F;NO;;CO;Caquetá;FLORENCIA;737000;COLEGIO JORGE ELIECER GAITAN;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;270;ADMINISTRACIÓN FINANCIERA;Pammi Gregorio;805228233;MÉTODOS DE VALORACIÓN DE LA EMPRESA;4,5;3;1490;SI;NORMAL;1/01/2021;4,01;falta;Semillero de investigación en Medicina Veterinaria Complementaria e Integrativa;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;SI;31/08/2021;NO;1870;0;10;100
75;1/01/2018;Urbana;2005;6;Pública;Presencial;Pregrado;Sí;Contributivo;Recursos Propios;No;No tiene;Sólo;Primaria;Primaria;Moto;$ 25.000 - $ 50.000;Es el campo de formación de mi interés;Administración Financiera;I;ninguna;Ninguna;Voleibol;Escuchar música;No;Siempre;Todo el tiempo disponible;Todo el tiempo disponible;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos
Descargar programas y juegos
Cursos virtuales";1/01/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;0;M;NO;;CO;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;290;ADMINISTRACIÓN FINANCIERA;Avril Menendes;183833589;MODULO INTRODUCTORIO;3,6;14;1490;SI;NORMAL;1/01/2018;3,6;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1874;70;2;9,39597E+15
199;1/02/2021;Urbana;2006;2;Pública;Presencial;Ninguno;No;Subsidiado;Recursos Propios;No;No tiene;Sólo;Secundaria;Primaria;Bus;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Licenciatura en Educación Infantil;I;memoria;Ninguna;Ninguno;Leer;No;Casi siempre;3-4 horas diarias;3-4 horas diarias;No;Muy satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;No;Sí;Celular inteligente;"Correo electrónico;Redes sociales;Música y vídeos;Descargar programas y juegos;Cursos virtuales";1/02/2021;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;Caquetá;FLORENCIA;975350;CENTRO DE EDUCACION PARA JOVENES Y ADULTOS PADRE LUIS DE RIZ;Colombia;Valle del Cauca;TULUA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;NO APLICA;FEMENINO;NO APLICA;0;NO APLICA;;330;LICENCIATURA EN EDUCACIÓN INFANTIL;Corrie Lagde;106247741;TECNOLOGÍAS PARA EL APRENDIZAJE Y EL CONOCIMIENTO TAC I;1,7;3;1620;NO;NORMAL;1/02/2021;2,52;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1876;100;2;1,23457E+16
200;1/02/2021;Urbana;2006;2;Pública;Presencial;Ninguno;No;Subsidiado;Recursos Propios;No;No tiene;Sólo;Secundaria;Primaria;Bus;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Licenciatura en Educación Infantil;I;memoria;Ninguna;Ninguno;Leer;No;Casi siempre;3-4 horas diarias;3-4 horas diarias;No;Muy satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;No;Sí;Celular inteligente;"Correo electrónico;Redes sociales;Música y vídeos;Descargar programas y juegos;Cursos virtuales";1/01/2019;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;Caquetá;FLORENCIA;975350;CENTRO DE EDUCACION PARA JOVENES Y ADULTOS PADRE LUIS DE RIZ;Colombia;Valle del Cauca;TULUA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;NO APLICA;FEMENINO;NO APLICA;0;NO APLICA;;310;LICENCIATURA EN PEDAGOGÍA INFANTIL;Lynn Watsham;749638247;MODULO INTRODUCTORIO;3;15;1330;SI;NORMAL;1/01/2019;3;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1876;0;1;1,12782E+16
28;1/02/2016;Urbana;2005;6;Pública;Presencial;Ninguno;No;Contributivo;Familia;No;1-feb;Esposo(a) e hijos;Primaria;Primaria;Bus;Inferior a $ 4.000;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;concentración;Ninguna;Ninguno;Cocinar;No;Casi siempre;3-4 horas diarias;1-2 horas diarias;No;No sabe / No responde;Satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;No;Portátil;Correo electrónico;1/02/2016;GRADUADO;Casado;1;F;NO;;CO;Caquetá;FLORENCIA;327060;COLEGIO NACIONAL FEMENINO;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;270;LICENCIATURA EN PEDAGOGÍA INFANTIL;Conni Rape;479393197;ESCUELA MATERNAL Y NIÑOS DE 0 A 3 AÑOS;4;3;1330;SI;NORMAL;1/01/2018;4,3;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;SI;28/05/2021;NO;1882;10;10;100
25;1/02/2016;Urbana;2006;2;Pública;Presencial;Técnico;No;Contributivo;Familia;No;No tiene;Esposo(a) e hijos;Secundaria;Secundaria;Moto;$ 10.000 - $ 15.000;Otro;Licenciatura en Pedagogía Infantil;I;ninguna;Ninguna;Baloncesto;Otro;No;Siempre;3-4 horas diarias;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;No;"Portátil
Celular inteligente";"Correo electrónico
Redes sociales";1/02/2016;GRADUADO;Unión Libre;1;F;NO;;CO;Caquetá;FLORENCIA;737000;COLEGIO JORGE ELIECER GAITAN;Colombia;Caquetá;LA MONTAÑITA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;HETEROSEXUAL;FEMENINO;NO APLICA;0;NO APLICA;;270;LICENCIATURA EN PEDAGOGÍA INFANTIL;Latia McPeck;136618179;ESCUELA MATERNAL Y NIÑOS DE 0 A 3 AÑOS;3,2;3;1330;SI;NORMAL;1/01/2018;3,7;falta;Electroquímica de sistemas biológicos, moléculas orgánicas pequeñas y polímeros;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;SI;30/11/2021;NO;1891;20;11;100
43;1/01/2017;Urbana;2005;9;Pública;Presencial;Técnico;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Ninguna;Ninguna;A pie;;Otro;Administración Financiera;I;"memoria
concentración";Ninguna;Fútbol;"Escuchar música
Otro";Sí;Siempre;3-4 horas diarias;3-4 horas diarias;No sabe / No responde;Satisfecho;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;"Portátil
Teléfono celular - solo llamadas";"Correo electrónico
Redes sociales
Música y vídeos
Descargar programas y juegos";1/01/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Unión Libre;1;M;NO;;Colombia;;;;;Colombia;Caquetá;LA MONTAÑITA;;;;;REGULAR PREGRADO;;;;;;;270;ADMINISTRACIÓN FINANCIERA;Toni Racher;834113711;MODULO INTRODUCTORIO;0,8;14;1490;NO;NORMAL;1/01/2017;0,8;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1922;10;1;0
2;1/02/2016;Urbana;2015;0;Privada;Informal (Sabatino);Técnico;Sí;Contributivo;Recursos Propios;No;1-feb;Esposo(a) e hijos;Secundaria;Primaria;Moto;Inferior a $ 4.000;Es el campo de formación de mi interés;Administración Financiera;I;ninguna;Ninguna;Otro;"Leer
Escuchar música";No;Siempre;Solo fines de semana;1-2 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos
Cursos virtuales";1/02/2016;EXCLUIDO NO RENOVACION DE MATRICULA;Madre soltera;1;F;NO;;CO;Caquetá;FLORENCIA;1111610;INSTITUTO PARA LA FORMACION Y PROYECCION DEL TALENTIO HUMANO INFORPH;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;;;NO APLICA;0;NO APLICA;;270;ADMINISTRACIÓN FINANCIERA;Gawen McQuirter;793155695;EPISTEMOLOGIA DE LA INVESTIGACIÓN;1;2;1490;NO;NORMAL;1/01/2017;0,9;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1924;70;2;9,39597E+15
62;1/02/2017;Rural;2009;7;Privada;Presencial;Ninguno;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Secundaria;Secundaria;Moto;$ 10.000 - $ 15.000;Buen futuro laboral;Administración Financiera;I;ninguna;Ninguna;Ninguno;Escuchar música;No;Algunas veces;3-4 horas diarias;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Medio;Sí;No;Portátil;Correo electrónico;1/02/2017;EXCLUIDO NO RENOVACION DE MATRICULA;Unión Libre;1;M;NO;PRIMERA;Colombia;Caquetá;FLORENCIA;1032000;COLEGIO ANDAKY;Colombia;Caquetá;MILAN;Colombia;Caquetá;FLORENCIA;URBANA;VICTIMA DEL CONFLICTO ARMADO INTERNO;NO APLICA;MASCULINO;NO APLICA;0;NO APLICA;;270;ADMINISTRACIÓN FINANCIERA;Matt Melchior;205809782;MODULO INTRODUCTORIO;3;14;1490;SI;NORMAL;1/02/2017;3;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;1935;0;1;1,87919E+15
109;1/02/2018;Urbana;2008;4;Pública;Presencial;Pregrado;No;Subsidiado;Familia;Si;1-feb;Esposo(a) e hijos;Técnico;Secundaria;Moto;$ 4.000 - $ 10.000;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;comprensión de lectura;Ninguna;Ninguno;"Bailar
Escuchar música
Otro";No;Algunas veces;Todo el tiempo disponible;Todo el tiempo disponible;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;"Portátil
Computador de escritorio
Celular inteligente";"Correo electrónico
Redes sociales
Música y vídeos
Cursos virtuales";1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Unión Libre;2;F;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;REGULAR PREGRADO;;;;;;;280;LICENCIATURA EN PEDAGOGÍA INFANTIL;Gideon Yashin;216408213;MODULO INTRODUCTORIO;1;15;1330;NO;NORMAL;1/02/2018;1;falta;Semillero de investigación en Finanzas SIFIN;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1951;10;1;0
129;1/02/2018;Urbana;2006;0;Pública;Informal (Sabatino);Técnico;No;Subsidiado;Familia;No;No tiene;Esposo(a) e hijos;Universitario;Primaria;Otro medio;$ 10.000 - $ 15.000;Es el campo de formación de mi interés;Licenciatura en Pedagogía Infantil;I;comprensión de lectura;Ninguna;Atletismo;Escuchar música;No;Siempre;Todo el tiempo disponible;Todo el tiempo disponible;No;Insatisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;Sí;Sí;"Portátil
Celular inteligente";"Correo electrónico
Otros";1/02/2018;EXCLUIDO NO RENOVACION DE MATRICULA;Casado;1;F;NO;;CO;;;;;Colombia;Caquetá;SAN VICENTE DEL CAGUAN;;;;;REGULAR PREGRADO;;;;;;;280;LICENCIATURA EN PEDAGOGÍA INFANTIL;Ezri Grantham;141645738;MODULO INTRODUCTORIO;1;15;1330;NO;NORMAL;1/02/2018;1;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1965;10;1;0
103;1/01/2020;Urbana;2007;6;Pública;Informal (Sabatino);Técnico;Sí;Contributivo;Recursos Propios;Si;1-feb;Madre y/o Padre;Secundaria;Secundaria;A pie;$ 10.000 - $ 15.000;Es el campo de formación de mi interés;Tecnología en Criminalística;I;ninguna;Ninguna;Ninguno;Leer;No;Siempre;3-4 horas diarias;3-4 horas diarias;No;Muy satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;No;Sí;"Portátil
Computador de escritorio
Celular inteligente";"Correo electrónico
Otros";1/01/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Unión Libre;1;M;NO;;Colombia;;;;;Colombia;Caquetá;FLORENCIA;;;;;VICTIMA DEL CONFLICTO ARMADO INTERNO;;;;;;;290;TECNOLOGÍA EN CRIMINALISTICA;Natassia Duffell;755375688;CONSTITUCION Y DEMOCRACIA;2,1;2;970;NO;NORMAL;1/01/2020;2,08;falta;;;;NO;falta no se guarda;,oo;VICTIMA DEL CONFLICTO ARMADO INTERNO;;NO;;NO;1989;70;1;0
181;1/02/2020;Urbana;2008;9;Pública;A Distancia;Ninguno;Sí;Subsidiado;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Primaria;Secundaria;Bus;$ 4.000 - $ 10.000;Buen futuro laboral;Profesional en Mercadeo;IX;ninguna;Ninguna;Ninguno;Cocinar;No;Siempre;3-4 horas diarias;3-4 horas diarias;No;Satisfecho;Muy satisfecho;Ser profesional;Siempre tomo notas;Básico;No;Sí;Portátil;Redes sociales;1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Soltero;1;F;NO;;Colombia;;;;;Colombia;Caquetá;VALPARAISO;;;;;REGULAR PREGRADO;;;;;;;290;MERCADEO;Yevette Grieves;785754718;FUNDAMENTOS DE MATEMÁTICAS;1,51;2;1480;NO;NORMAL;1/02/2020;1,52;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;1998;60;1;0
131;1/02/2020;Urbana;2009;5;Pública;Presencial;Ninguno;Sí;Contributivo;Recursos Propios;Si;1-feb;Esposo(a) e hijos;Técnico;Primaria;Moto;$ 4.000 - $ 10.000;Buen futuro laboral;Administración Financiera;I;comprensión de lectura;Ninguna;Fútbol;Ninguno;No;Algunas veces;1-2 horas diarias;1-2 horas diarias;Sí;No sabe / No responde;Muy satisfecho;Ser profesional;A menudo tomo notas;Básico;Sí;Sí;"Computador de escritorio
Celular inteligente";"Correo electrónico
Cursos virtuales";1/02/2020;EXCLUIDO NO RENOVACION DE MATRICULA;Unión Libre;2;M;NO;;CO;Caquetá;FLORENCIA;191580;COLEGIO JUAN BAUTISTA MIGANI;Colombia;Caquetá;FLORENCIA;Colombia;Caquetá;FLORENCIA;URBANA;REGULAR PREGRADO;;;NO APLICA;0;NO APLICA;;290;ADMINISTRACIÓN FINANCIERA;Pall Mogridge;333884652;DESARROLLO HUMANO;0;3;1690;NO;NORMAL;1/01/2022;0,84;falta;;;;NO;falta no se guarda;,oo;REGULAR PREGRADO;;NO;;NO;2001;210;4;9,46746E+15
