PROGRAMA;nombre;cedula;EDAD_DE_INGRESO;Actualmente_trabaja;Tipo_de_población_a_la_que_pertenece;SEXO;ESTADO_CIVIL;¿Cómo_financia_sus_estudios?;CIRCUNSCRIPCION;¿Dispone_de_un_computador_permanentemente?;¿Posee_conexión_permanente_a_internet?;ESTRATO
LICENCIATURA EN EDUCACIÓN INFANTIL;Rolando Álvarez Guerra;808735145;40;No;Rural;M;Divorciado;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Pacífica Ripoll Marqués;854144771;54;Sí;Rural;M;Madre soltera;Crédito;REGULAR PREGRADO;Sí;No;1
MERCADEO;José Paz Elías;738025750;32;No;Urbana;M;Divorciado;Crédito;PUEBLO INDIGENA;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Bautista Anastasio Benito Vázquez;423318572;33;Sí;Urbana;F;Unión Libre;Recursos Propios;PUEBLO INDIGENA;No;No;2
MERCADEO;Lupita Gisela Peñalver Iglesias;114886133;32;No;Urbana;F;Soltero;Crédito;PUEBLO INDIGENA;No;No;3
MERCADEO;Eliseo Hoz;82036626;34;No;Rural;M;Divorciado;Recursos Propios;DESPLAZADO;Sí;Sí;4
ADMINISTRACIÓN FINANCIERA;Delia Aller;651573404;43;No;Urbana;M;Madre soltera;Familia;DESPLAZADO;No;Sí;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Julián Ripoll Hoz;354801625;30;Sí;Rural;F;Religioso;Familia;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Vinicio Acevedo;740783352;37;No;Rural;F;Madre soltera;Beca;COMUNIDAD NEGRA;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Chucho Renato Olmedo Vallés;647814442;50;No;Rural;F;Madre soltera;Familia;PUEBLO INDIGENA;Sí;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Adela Luís Albero;697948247;28;Sí;Urbana;F;Soltero;Recursos Propios;REGULAR PREGRADO;No;No;5
TECNOLOGÍA EN CRIMINALISTICA;Vidal Cobo Alcalá;100910797;34;Sí;Rural;F;Madre soltera;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Manuelita del Correa;780672429;37;Sí;Urbana;M;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
MERCADEO;Florencia Pina Abril;365884972;54;No;Rural;M;Religioso;Recursos Propios;COMUNIDAD NEGRA;Sí;No;2
MERCADEO;Griselda Porras;460261445;43;No;Urbana;F;Madre soltera;Familia;REGULAR PREGRADO;No;No;2
MERCADEO;Anabel López-Feijoo;301505202;37;Sí;Urbana;M;Divorciado;Crédito;PUEBLO INDIGENA;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Bruno Bosch Calzada;132852872;23;No;Urbana;F;Unión Libre;Crédito;REGULAR PREGRADO;No;No;3
ADMINISTRACIÓN FINANCIERA;Cirino Edelmiro Navas Luján;111532473;44;Sí;Urbana;F;Soltero;Familia;PUEBLO INDIGENA;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Guadalupe Cervantes Soto;557564985;32;Sí;Rural;F;Soltero;Recursos Propios;PUEBLO INDIGENA;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Glauco Baeza Solsona;321674440;46;No;Rural;F;Unión Libre;Familia;REGULAR PREGRADO;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Martín Rueda-Buendía;409154266;44;Sí;Rural;M;Madre soltera;Familia;DESPLAZADO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Ani Seco Olivares;386471250;48;No;Rural;F;Madre soltera;Beca;REGULAR PREGRADO;No;No;2
ADMINISTRACIÓN FINANCIERA;Emperatriz de Nogués;199506755;43;Sí;Rural;M;Divorciado;Crédito;COMUNIDAD NEGRA;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Florentino Lucas Iñiguez;772544048;23;Sí;Rural;M;Madre soltera;Familia;REGULAR PREGRADO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Dionisio Valbuena Mesa;264940090;25;Sí;Urbana;M;Divorciado;Beca;PUEBLO INDIGENA;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Micaela Alberola;496441760;33;Sí;Urbana;F;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Teodora Gracia Juan;544840920;27;Sí;Urbana;M;Casado;Beca;DESPLAZADO;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;José Ángel Zapata Jurado;775603070;24;No;Urbana;F;Religioso;Familia;DESPLAZADO;Sí;No;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Andrés Felipe Requena Tomé;538119916;17;No;Rural;F;Religioso;Crédito;DESPLAZADO;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Rosa María Valle Miguel;804423018;22;Sí;Rural;M;Divorciado;Recursos Propios;REGULAR PREGRADO;No;No;5
ADMINISTRACIÓN FINANCIERA;Ariadna del Acuña;841614533;31;No;Rural;M;Madre soltera;Crédito;PUEBLO INDIGENA;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Candelario Isidro Valverde Bilbao;405273635;47;No;Urbana;M;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;4
ADMINISTRACIÓN FINANCIERA;Paco Paco Cobos Company;132466114;24;No;Rural;M;Soltero;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Amelia Consuelo Palomino Uría;247506954;42;Sí;Rural;F;Divorciado;Familia;DESPLAZADO;Sí;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Paulino Villalonga;838095357;26;No;Rural;F;Soltero;Beca;REGULAR PREGRADO;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Juan Carlos Segarra Rodriguez;348603767;25;No;Urbana;M;Unión Libre;Crédito;COMUNIDAD NEGRA;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;José Mari Flor-Amorós;355323333;40;No;Urbana;M;Madre soltera;Familia;DESPLAZADO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Pablo Haro;759889855;47;Sí;Urbana;F;Religioso;Familia;PUEBLO INDIGENA;Sí;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Espiridión Rocha Menéndez;362263396;23;No;Urbana;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
MERCADEO;Venceslás Palomares;292884985;54;No;Urbana;M;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Camila Hidalgo Pulido;980260925;45;No;Rural;M;Unión Libre;Beca;COMUNIDAD NEGRA;Sí;Sí;2
TECNOLOGÍA EN CRIMINALISTICA;Amparo Giner Herrero;388913476;27;No;Rural;M;Religioso;Recursos Propios;REGULAR PREGRADO;Sí;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Rosalva Gómez Cortes;14026356;49;No;Urbana;M;Soltero;Crédito;REGULAR PREGRADO;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Dorotea Ángel Narváez;112605656;26;Sí;Rural;M;Madre soltera;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Julie Vazquez Pintor;904610889;49;Sí;Rural;F;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;No;Sí;1
MERCADEO;Néstor Granados;428197936;51;No;Rural;M;Religioso;Familia;COMUNIDAD NEGRA;Sí;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Petrona Florencia Dueñas Pla;741385840;25;No;Rural;F;Casado;Beca;REGULAR PREGRADO;No;Sí;2
LICENCIATURA EN EDUCACIÓN INFANTIL;Maricruz Cuéllar-Alfaro;502989429;45;Sí;Rural;M;Religioso;Recursos Propios;COMUNIDAD NEGRA;Sí;Sí;3
MERCADEO;Evaristo Viña-Aguirre;703089225;29;Sí;Rural;F;Madre soltera;Crédito;DESPLAZADO;Sí;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Agustín Girón Oliva;489194169;30;No;Urbana;F;Divorciado;Crédito;COMUNIDAD NEGRA;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;Juana Oliver;976477098;17;Sí;Urbana;M;Unión Libre;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Marco Gascón Bustamante;489511895;34;No;Rural;F;Madre soltera;Familia;PUEBLO INDIGENA;No;Sí;3
MERCADEO;Esther Adadia Ros;258339745;16;No;Urbana;F;Soltero;Familia;DESPLAZADO;Sí;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Prudencia Segovia-Iglesia;312275337;27;No;Rural;F;Soltero;Recursos Propios;REGULAR PREGRADO;Sí;Sí;2
MERCADEO;Leocadio Linares Gutiérrez;93052803;35;Sí;Rural;M;Unión Libre;Familia;COMUNIDAD NEGRA;Sí;No;4
MERCADEO;Graciano Alfonso Quevedo Balaguer;242063184;25;Sí;Urbana;F;Soltero;Familia;REGULAR PREGRADO;Sí;Sí;4
MERCADEO;Ulises Prat Alcaraz;621728307;51;No;Urbana;F;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;1
MERCADEO;Ale Acevedo-Galván;618158266;41;No;Rural;M;Casado;Recursos Propios;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Adán Solana-Durán;827091957;17;Sí;Rural;F;Unión Libre;Crédito;COMUNIDAD NEGRA;No;No;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Mirta Jiménez Cabezas;97939333;47;Sí;Rural;F;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
TECNOLOGÍA EN CRIMINALISTICA;María Fernanda Díez Pizarro;797080422;45;No;Rural;M;Casado;Beca;REGULAR PREGRADO;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Carmela Cepeda Esteban;404149098;53;Sí;Urbana;M;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Isabel Becerra Carrillo;605158147;16;Sí;Rural;F;Madre soltera;Familia;REGULAR PREGRADO;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Daniel Quiroga-Bolaños;173473230;31;Sí;Urbana;M;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
MERCADEO;Concha de Mateu;298451795;16;Sí;Rural;M;Divorciado;Recursos Propios;COMUNIDAD NEGRA;Sí;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Renato Ruano Quintanilla;538901936;43;No;Rural;F;Religioso;Crédito;PUEBLO INDIGENA;No;No;4
MERCADEO;Ámbar Cerdán;654974725;23;No;Urbana;F;Religioso;Familia;COMUNIDAD NEGRA;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Eugenia Alemany Ferrando;388842980;22;No;Urbana;M;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Bartolomé Mosquera Cadenas;972755343;43;No;Rural;M;Madre soltera;Familia;PUEBLO INDIGENA;Sí;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Lina Priego Novoa;176665949;39;Sí;Rural;M;Casado;Recursos Propios;DESPLAZADO;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Regina Solé Miró;723713945;54;No;Rural;F;Unión Libre;Recursos Propios;COMUNIDAD NEGRA;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Danilo Ramos Iglesia;561397172;46;No;Urbana;M;Unión Libre;Crédito;PUEBLO INDIGENA;No;No;1
ADMINISTRACIÓN FINANCIERA;Matilde Fátima Mir Pedrero;802147429;25;Sí;Urbana;F;Divorciado;Familia;DESPLAZADO;Sí;No;1
ADMINISTRACIÓN FINANCIERA;Alex del Ródenas;10603975;40;Sí;Rural;M;Madre soltera;Familia;DESPLAZADO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Urbano Bolaños Plana;331365827;31;Sí;Urbana;F;Casado;Crédito;COMUNIDAD NEGRA;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;Herminio Paz Blanco;713114843;31;Sí;Rural;M;Casado;Familia;PUEBLO INDIGENA;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Chelo de Luque;266179428;49;No;Urbana;M;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Lino Saez-Bas;694626603;49;Sí;Rural;M;Casado;Recursos Propios;REGULAR PREGRADO;No;No;3
MERCADEO;Manolo Olivera Chamorro;630211938;18;Sí;Urbana;F;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Águeda Adadia-Tena;479713289;48;Sí;Urbana;F;Religioso;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
ADMINISTRACIÓN FINANCIERA;Valeria Naranjo Ribas;959970298;18;No;Rural;F;Casado;Beca;REGULAR PREGRADO;No;No;1
ADMINISTRACIÓN FINANCIERA;Fabio Marí;754364883;24;No;Rural;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
MERCADEO;María Teresa Prats;715705849;39;No;Rural;F;Divorciado;Crédito;REGULAR PREGRADO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Judith Arrieta;8793130;50;Sí;Rural;M;Madre soltera;Recursos Propios;DESPLAZADO;Sí;Sí;5
MERCADEO;Gabriela Pomares Araujo;193485159;47;No;Rural;M;Soltero;Crédito;COMUNIDAD NEGRA;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Sigfrido Cerezo Palomar;349138377;46;No;Urbana;F;Soltero;Recursos Propios;DESPLAZADO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Carolina Arnaiz Zorrilla;717497573;45;No;Rural;M;Casado;Recursos Propios;REGULAR PREGRADO;No;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Bernardo Coca Tejada;183572732;50;No;Rural;F;Divorciado;Recursos Propios;REGULAR PREGRADO;No;Sí;3
MERCADEO;Ambrosio del Santamaria;291919678;38;Sí;Urbana;M;Divorciado;Familia;DESPLAZADO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Edelmiro Sola-Pont;761044322;52;Sí;Urbana;M;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Isabel María Ángeles Espinosa Báez;900444940;20;Sí;Urbana;F;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;2
ADMINISTRACIÓN FINANCIERA;Carlota Asensio;715873779;34;Sí;Urbana;F;Divorciado;Beca;COMUNIDAD NEGRA;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Daniel del Redondo;153561163;27;Sí;Urbana;M;Religioso;Beca;PUEBLO INDIGENA;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Jose Angel Amancio Peláez Mosquera;298330180;32;Sí;Urbana;M;Madre soltera;Crédito;DESPLAZADO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Anabel Carrera-Romeu;97372684;34;No;Rural;F;Religioso;Beca;REGULAR PREGRADO;No;Sí;4
LICENCIATURA EN EDUCACIÓN INFANTIL;Julio Rosales;353292896;26;Sí;Urbana;M;Casado;Crédito;PUEBLO INDIGENA;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Rocío Blazquez Valderrama;803738073;52;No;Urbana;M;Soltero;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Lalo Villanueva Ropero;694678867;17;Sí;Rural;F;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
ADMINISTRACIÓN FINANCIERA;Amparo Huguet Jáuregui;379276660;30;No;Rural;M;Religioso;Recursos Propios;DESPLAZADO;Sí;Sí;1
ADMINISTRACIÓN FINANCIERA;Amalia Nuñez Vives;45398593;43;Sí;Urbana;F;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;2
ADMINISTRACIÓN FINANCIERA;Trinidad del Rosell;463544636;28;No;Urbana;F;Religioso;Recursos Propios;DESPLAZADO;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Paulino Hoyos Quero;270743477;54;Sí;Rural;M;Unión Libre;Recursos Propios;DESPLAZADO;Sí;No;4
MERCADEO;Mónica Ródenas Pedrero;872169233;40;No;Urbana;F;Soltero;Recursos Propios;REGULAR PREGRADO;No;Sí;2
MERCADEO;Domingo Tello Mancebo;323131252;54;No;Rural;M;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;4
TECNOLOGÍA EN CRIMINALISTICA;Duilio Ibañez Carranza;970740355;41;No;Rural;M;Divorciado;Familia;DESPLAZADO;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Sigfrido Seco;46587868;47;No;Rural;F;Casado;Crédito;REGULAR PREGRADO;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Danilo Atilio Alonso Tello;951196219;20;No;Rural;F;Soltero;Recursos Propios;REGULAR PREGRADO;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;José María Correa;930021155;20;Sí;Urbana;M;Madre soltera;Beca;REGULAR PREGRADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Juan Bautista Moles;733747384;43;Sí;Rural;M;Casado;Familia;PUEBLO INDIGENA;No;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Dora Mir Salazar;887137570;38;Sí;Rural;F;Unión Libre;Crédito;PUEBLO INDIGENA;No;No;5
ADMINISTRACIÓN FINANCIERA;Lucho Pinilla Agudo;429609117;40;Sí;Urbana;M;Unión Libre;Recursos Propios;REGULAR PREGRADO;No;Sí;5
LICENCIATURA EN EDUCACIÓN INFANTIL;René Marco;540351216;34;Sí;Urbana;M;Divorciado;Familia;REGULAR PREGRADO;No;No;1
TECNOLOGÍA EN CRIMINALISTICA;María José Seco;15461257;50;Sí;Rural;M;Unión Libre;Crédito;REGULAR PREGRADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Bárbara Gutiérrez Moraleda;914645811;21;Sí;Urbana;M;Religioso;Beca;PUEBLO INDIGENA;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Esther Castell Alegria;233224142;29;No;Urbana;M;Casado;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Mario Hervás Urrutia;614907930;43;Sí;Urbana;M;Soltero;Crédito;COMUNIDAD NEGRA;No;Sí;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Marcelino Mínguez Montenegro;871232848;26;Sí;Rural;M;Soltero;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Erasmo Esteban Maestre;97558880;47;Sí;Urbana;F;Religioso;Recursos Propios;PUEBLO INDIGENA;Sí;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Julieta Casas;260675971;16;No;Urbana;M;Casado;Beca;PUEBLO INDIGENA;No;No;2
TECNOLOGÍA EN CRIMINALISTICA;Juan Pablo Modesto Palacio Morillo;218718663;23;Sí;Rural;F;Religioso;Recursos Propios;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Encarnación Villa Zamora;946656407;53;Sí;Rural;M;Divorciado;Beca;REGULAR PREGRADO;No;Sí;5
TECNOLOGÍA EN CRIMINALISTICA;Juanita Narváez-Vigil;603617991;35;No;Rural;M;Soltero;Beca;DESPLAZADO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;David Cáceres-Mendoza;497559403;42;No;Urbana;F;Religioso;Beca;PUEBLO INDIGENA;Sí;No;5
ADMINISTRACIÓN FINANCIERA;Ale Saldaña Cueto;53516969;52;Sí;Rural;F;Unión Libre;Crédito;REGULAR PREGRADO;Sí;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Itziar Carina Rivero Roselló;958642429;21;No;Rural;F;Divorciado;Familia;COMUNIDAD NEGRA;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Yésica Olivé;441516576;44;No;Rural;F;Casado;Recursos Propios;DESPLAZADO;No;Sí;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Dan Alemán Viña;395694496;30;No;Rural;F;Divorciado;Familia;COMUNIDAD NEGRA;No;No;5
ADMINISTRACIÓN FINANCIERA;Leandra Iñiguez Arribas;615403435;53;No;Urbana;F;Unión Libre;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;2
LICENCIATURA EN PEDAGOGÍA INFANTIL;Ángeles Coello Parra;784804723;51;Sí;Urbana;M;Soltero;Crédito;COMUNIDAD NEGRA;Sí;Sí;4
LICENCIATURA EN PEDAGOGÍA INFANTIL;Regina Gallardo Osuna;459740512;18;Sí;Rural;F;Divorciado;Familia;REGULAR PREGRADO;Sí;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Merche Sevillano Tejero;222693638;31;Sí;Urbana;F;Divorciado;Beca;REGULAR PREGRADO;Sí;No;2
ADMINISTRACIÓN FINANCIERA;Vicenta Cabeza Moll;831395970;25;Sí;Urbana;M;Casado;Familia;COMUNIDAD NEGRA;No;No;4
TECNOLOGÍA EN CRIMINALISTICA;Saturnino Aller-Morcillo;94107013;49;Sí;Urbana;M;Madre soltera;Recursos Propios;REGULAR PREGRADO;Sí;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Hermenegildo Lluch Rosales;220109054;32;Sí;Rural;M;Casado;Recursos Propios;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Juan José Clavero-Maldonado;365442;32;Sí;Urbana;F;Unión Libre;Recursos Propios;DESPLAZADO;No;No;3
LICENCIATURA EN PEDAGOGÍA INFANTIL;Natalio Puig Ribes;356660770;47;No;Urbana;M;Casado;Beca;COMUNIDAD NEGRA;Sí;Sí;4
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Amor Benavent;412778862;44;No;Urbana;M;Unión Libre;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
LICENCIATURA EN EDUCACIÓN INFANTIL;Sebastián Franco Palacios;938780744;44;No;Urbana;F;Casado;Crédito;DESPLAZADO;No;No;2
MERCADEO;Palmira Carnero Salas;165737351;26;No;Urbana;F;Religioso;Crédito;PUEBLO INDIGENA;Sí;No;3
MERCADEO;Herberto del Cerezo;448039065;33;No;Rural;M;Divorciado;Recursos Propios;REGULAR PREGRADO;Sí;No;3
ADMINISTRACIÓN FINANCIERA;Marcio Cuesta Gisbert;283801920;30;No;Urbana;M;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Cornelio Pomares Lasa;155748862;28;Sí;Rural;F;Casado;Crédito;DESPLAZADO;Sí;Sí;4
TECNOLOGÍA EN CRIMINALISTICA;Fabio del Martin;833462674;54;Sí;Urbana;F;Casado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Tadeo Almeida;941731528;54;Sí;Rural;M;Unión Libre;Beca;PUEBLO INDIGENA;No;No;3
LICENCIATURA EN EDUCACIÓN INFANTIL;Josefina Lerma-Valentín;747413384;20;Sí;Urbana;F;Religioso;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;3
TECNOLOGÍA EN CRIMINALISTICA;Iván Bernal Ayala;56430096;39;Sí;Urbana;M;Madre soltera;Recursos Propios;PUEBLO INDIGENA;Sí;No;5
TECNOLOGÍA EN CRIMINALISTICA;Arturo Ruben Moliner Báez;365444407;29;Sí;Rural;F;Religioso;Crédito;PUEBLO INDIGENA;No;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Anselmo Fito Ortuño Bello;867299312;28;Sí;Urbana;M;Soltero;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;3
TECNOLOGÍA EN CRIMINALISTICA;Vanesa Esparza Cornejo;828134726;16;Sí;Urbana;F;Casado;Familia;COMUNIDAD NEGRA;No;No;1
LICENCIATURA EN PEDAGOGÍA INFANTIL;Baudelio Luís Montoya;428824696;48;Sí;Urbana;M;Casado;Crédito;COMUNIDAD NEGRA;No;No;2
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Roxana Mulet Lluch;357611480;28;No;Urbana;F;Madre soltera;Familia;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;1
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Alma Acosta Garrido;419424185;16;Sí;Rural;M;Casado;Recursos Propios;REGULAR PREGRADO;No;Sí;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Máxima Giménez Company;463737919;34;Sí;Urbana;F;Divorciado;Crédito;REGULAR PREGRADO;No;Sí;1
TECNOLOGÍA EN CRIMINALISTICA;Isabela Ugarte;73372424;22;Sí;Urbana;F;Madre soltera;Beca;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;No;2
ADMINISTRACIÓN FINANCIERA;Evita Bernardita Rey Daza;634261417;39;No;Rural;F;Madre soltera;Crédito;DESPLAZADO;Sí;No;3
TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Wilfredo Córdoba Ricart;285532984;33;No;Urbana;M;Casado;Recursos Propios;DESPLAZADO;Sí;No;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Bruno Reyes Pérez;386598944;33;No;Rural;M;Unión Libre;Beca;PUEBLO INDIGENA;No;Sí;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Dalila Fabra Peiró;169508548;30;Sí;Urbana;M;Casado;Familia;PUEBLO INDIGENA;No;Sí;5
MERCADEO;Julián Carretero Cantón;429069526;34;Sí;Urbana;M;Divorciado;Familia;PUEBLO INDIGENA;No;No;1
LICENCIATURA EN EDUCACIÓN INFANTIL;Jesusa Quirós Cabanillas;478264098;28;No;Rural;M;Divorciado;Crédito;VICTIMA DEL CONFLICTO ARMADO INTERNO;No;Sí;4
MERCADEO;Jerónimo Morillo Marco;743835188;22;Sí;Urbana;F;Divorciado;Crédito;PUEBLO INDIGENA;No;No;5
ADMINISTRACIÓN FINANCIERA;Tecla Ros Caro;86197538;29;Sí;Rural;F;Casado;Beca;PUEBLO INDIGENA;No;Sí;5
LICENCIATURA EN PEDAGOGÍA INFANTIL;Azahara Lucas Hoyos;761618851;41;Sí;Rural;F;Madre soltera;Recursos Propios;REGULAR PREGRADO;Sí;No;4
